COD_WMO,UF,ESTACAO,LAT,LON,ALT,MES,SOLAR_IRRAD_kwh_m2_dia,WIND_SPEED_ms,dias_validos_solar,dias_validos_vento
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,3,4.1317,1.2462,92,93
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,4,3.7439,1.5653,90,90
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,5,3.4093,2.0012,93,93
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,6,3.9224,2.583,85,90
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,7,4.499,3.4567,73,89
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,8,5.2179,3.3093,62,63
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,9,6.1314,2.9591,56,58
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,10,6.419,2.719,60,62
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,11,5.3526,1.7885,59,65
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,12,5.1414,1.6153,62,62
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,1,3.3322,0.9289,72,74
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,2,3.5086,1.0884,74,82
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,3,3.4252,0.8703,93,93
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,4,3.6782,0.8782,90,90
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,5,3.6188,0.9061,93,93
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,6,3.6549,1.0079,90,90
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,7,3.8314,1.1808,93,93
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,8,4.2745,1.3011,92,93
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,9,4.7065,1.4361,78,79
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,10,4.7205,1.4752,62,63
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,11,4.0465,1.3181,60,60
A312,PI,TERESINA,-5.03472221,-42.80138888,75.23,12,3.8577,1.1551,62,62
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,1,4.1826,0.3296,90,93
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,2,4.3314,0.3644,75,85
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,3,4.3834,0.2969,79,93
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,4,4.8637,0.2562,83,90
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,5,5.1293,0.3655,89,93
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,6,5.0876,0.6603,89,90
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,7,5.3173,0.7506,93,96
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,8,5.6899,0.9804,123,124
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,9,6.0793,1.015,120,120
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,10,5.7936,0.7897,123,124
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,11,4.7729,0.6361,120,120
A346,PI,URUCUI,-7.44138888,-44.34499999,398.83,12,4.2723,0.4364,124,124
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,1,4.5767,1.4998,93,93
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,2,4.6991,1.6281,85,85
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,3,4.505,1.5067,93,93
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,4,4.7784,1.5527,90,90
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,5,4.8999,2.3144,93,93
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,6,4.4968,2.6698,90,87
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,7,5.1056,3.0815,93,93
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,8,5.7818,3.2583,123,124
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,9,6.2134,3.222,119,120
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,10,6.3061,2.6265,124,124
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,11,5.6627,1.9584,120,120
A363,PI,VALENCA DO PIAUI,-6.39916666,-41.73999999,313.39,12,5.0195,1.8586,124,124
A340,RN,APODI,-5.62666666,-37.815,131.41,1,5.819,2.889,62,62
A340,RN,APODI,-5.62666666,-37.815,131.41,2,5.8353,2.2743,57,57
A340,RN,APODI,-5.62666666,-37.815,131.41,3,5.8488,1.7289,62,62
A340,RN,APODI,-5.62666666,-37.815,131.41,4,5.713,1.3099,60,60
A340,RN,APODI,-5.62666666,-37.815,131.41,5,5.6273,1.3239,62,62
A340,RN,APODI,-5.62666666,-37.815,131.41,6,5.0043,2.1165,32,32
A340,RN,APODI,-5.62666666,-37.815,131.41,7,5.6426,2.553,31,31
A340,RN,APODI,-5.62666666,-37.815,131.41,8,5.9775,2.9926,47,48
A340,RN,APODI,-5.62666666,-37.815,131.41,9,6.475,3.2721,60,60
A340,RN,APODI,-5.62666666,-37.815,131.41,10,6.7221,3.4328,62,62
A340,RN,APODI,-5.62666666,-37.815,131.41,11,6.2843,3.3153,60,60
A340,RN,APODI,-5.62666666,-37.815,131.41,12,6.0036,3.1071,62,62
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,1,5.3285,2.1986,93,124
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,2,5.684,2.1744,86,113
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,3,5.4815,2.0007,92,124
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,4,5.4219,1.9197,95,120
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,5,4.7183,2.2216,102,124
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,6,4.3181,2.4954,94,120
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,7,4.6291,2.9054,102,124
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,8,5.3577,3.099,117,124
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,9,5.9225,3.2735,112,120
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,10,6.3902,3.1583,99,124
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,11,6.3502,2.7128,93,120
A316,RN,CAICO,-6.46749999,-37.08499999,171.26,12,5.6986,2.6262,99,122
A344,RN,CALCANHAR,-5.16,-35.48749999,9.82,8,4.9859,7.82,14,20
A344,RN,CALCANHAR,-5.16,-35.48749999,9.82,9,6.2749,7.9871,33,53
A344,RN,CALCANHAR,-5.16,-35.48749999,9.82,10,6.8869,8.5937,31,31
A344,RN,CALCANHAR,-5.16,-35.48749999,9.82,11,6.8345,8.1788,30,30
A344,RN,CALCANHAR,-5.16,-35.48749999,9.82,12,6.403,7.6808,31,31
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,1,5.2361,2.6586,61,123
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,2,5.2342,2.4005,49,106
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,3,5.2542,1.8616,43,115
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,4,5.0368,1.4846,50,115
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,5,4.8611,1.6567,41,104
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,6,4.4024,2.107,26,91
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,7,4.6284,2.1511,77,121
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,8,5.3583,2.5831,84,119
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,9,5.5231,3.0497,77,118
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,10,6.0487,3.1917,85,121
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,11,6.2099,3.3023,59,92
A372,RN,IPANGUACU,-5.53499999,-36.87222221,19.0,12,5.2029,2.9998,69,109
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,1,5.2913,4.606,86,93
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,2,4.9154,4.046,85,85
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,3,4.9043,3.3215,93,93
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,4,4.9283,3.1141,88,90
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,5,4.8641,3.519,91,93
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,6,4.4879,3.7616,88,90
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,7,4.683,4.1909,91,93
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,8,5.2381,4.6993,106,108
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,9,5.5542,5.2455,97,103
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,10,5.997,5.5174,93,93
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,11,6.0037,5.4329,94,95
A317,RN,MACAU,-5.15111111,-36.57305554,17.37,12,5.3058,5.3567,116,124
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,1,4.7544,3.0471,62,62
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,2,4.5174,2.7976,57,57
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,3,4.4201,1.9624,62,62
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,4,4.5471,1.8919,60,60
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,5,4.2699,2.1489,62,62
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,6,4.0453,2.4951,60,60
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,7,4.2106,2.7552,62,62
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,8,4.9197,3.2612,93,95
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,9,5.3149,3.7451,120,120
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,10,5.4612,4.0528,116,121
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,11,5.4523,3.9087,114,119
A318,RN,MOSSORO,-4.90416666,-37.36694443,29.44,12,4.9539,3.821,96,97
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,1,5.7528,3.6594,74,83
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,2,5.8804,4.0035,83,84
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,3,5.2798,3.453,87,93
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,4,5.4926,3.3484,87,90
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,5,4.6357,3.3074,92,93
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,6,4.2365,3.2421,82,82
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,7,4.3557,3.8918,86,87
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,8,5.2681,4.0451,104,86
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,9,5.8314,4.5553,118,90
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,10,6.2776,4.615,101,87
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,11,6.3352,3.9871,79,50
A304,RN,NATAL,-5.83722221,-35.20805555,47.46,12,5.9658,4.1277,62,34
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,1,4.858,2.5291,74,93
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,2,4.9033,2.3598,76,85
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,3,4.9461,1.9014,67,69
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,4,4.9147,1.8335,60,60
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,5,4.4605,1.9101,47,48
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,6,3.7951,2.0325,30,30
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,7,4.2566,2.1993,31,31
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,8,4.437,2.4736,51,53
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,9,5.0436,2.5944,90,90
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,10,5.5313,2.5743,93,93
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,11,5.5068,2.7253,90,90
A367,RN,SANTA CRUZ,-6.22805554,-36.02666666,227.49,12,4.8972,2.7311,78,93
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,1,5.0977,3.0445,93,93
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,2,4.8931,2.323,85,85
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,3,4.8459,2.2747,93,93
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,4,4.4419,1.8953,90,90
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,5,3.5826,1.6687,92,93
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,6,3.2542,1.6705,89,90
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,7,3.6603,1.6638,93,93
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,8,4.0602,1.9699,93,93
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,9,4.6673,2.2234,106,109
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,10,5.1629,2.9403,65,65
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,11,5.2338,3.3213,69,72
A409,SE,ARACAJU,-10.9525,-37.05444444,3.72,12,5.2595,3.1325,93,93
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,1,7.7996,2.4114,62,62
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,2,7.0086,1.6863,57,57
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,3,7.2983,1.7044,63,62
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,4,6.7573,1.3912,60,60
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,5,5.5521,1.2788,62,62
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,6,5.1616,1.3419,84,60
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,7,5.6866,1.3781,93,62
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,8,5.9215,1.4972,67,62
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,9,6.888,1.774,60,60
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,10,7.7261,2.3072,68,67
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,11,8.1853,2.7885,90,90
A421,SE,BREJO GRANDE,-10.47388888,-36.48194443,6.11,12,7.932,2.5931,93,93
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,1,5.2817,2.8192,106,120
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,2,5.2367,2.5806,97,110
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,3,5.2972,2.3023,107,123
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,4,4.697,2.1802,92,105
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,5,3.851,2.2604,94,110
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,6,3.6803,2.4958,115,120
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,7,3.8878,2.5025,117,124
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,8,4.3639,2.5725,107,112
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,9,4.9013,2.7238,89,100
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,10,5.3009,3.0191,96,102
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,11,5.3482,3.2315,115,120
A417,SE,ITABAIANINHA,-11.2725,-37.795,204.8,12,5.5759,3.1658,116,123
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,1,6.3379,3.1836,97,93
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,2,5.8655,2.9487,87,63
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,3,5.9903,2.8964,63,32
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,4,5.5895,2.6932,59,53
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,5,4.6618,2.7353,62,62
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,6,4.3328,2.7429,60,60
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,7,4.7525,2.7559,55,58
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,8,5.2676,2.8671,62,62
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,9,5.7819,3.196,63,65
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,10,6.5423,3.5206,62,60
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,11,6.3923,3.643,83,60
A453,SE,NOSSA SENHORA DA GLORIA,-10.20777777,-37.43194443,271.0,12,6.4222,3.5872,92,62
