COD_WMO,UF,ESTACAO,LAT,LON,ALT,MES,SOLAR_IRRAD_kwh_m2_dia,WIND_SPEED_ms,dias_validos_solar,dias_validos_vento
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,7,5.9945,4.0786,122,124
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,8,6.6262,4.4578,123,124
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,9,7.5811,4.8332,117,120
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,10,7.6304,4.5455,102,107
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,11,6.3204,2.9528,83,89
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,12,7.0858,2.4634,89,93
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,1,5.704,0.8467,83,120
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,2,6.0589,0.8626,74,108
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,3,5.7758,0.9213,58,124
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,4,5.074,0.9478,44,120
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,5,4.9576,1.2584,62,124
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,6,4.7072,1.4756,60,120
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,7,5.0269,1.8353,62,124
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,8,5.2002,1.9078,74,124
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,9,6.0315,2.1623,80,94
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,10,6.5901,1.791,92,93
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,11,5.2953,1.1788,89,90
A439,BA,IBOTIRAMA,-12.19305555,-43.21333333,425.12,12,6.2295,1.1498,91,93
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,1,4.8913,2.041,120,124
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,2,5.0067,2.0405,113,113
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,3,4.883,2.0198,103,103
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,4,4.105,2.098,90,90
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,5,3.7346,2.2493,93,93
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,6,3.4488,2.2344,90,90
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,7,3.5578,2.1784,92,93
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,8,3.8699,2.2538,93,93
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,9,4.6388,2.2226,75,75
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,10,4.6653,2.1241,62,62
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,11,4.7992,2.1857,60,60
A410,BA,ILHEUS,-14.65888888,-39.18138888,80.21,12,5.2312,2.1464,85,92
A445,BA,IPIAU,-14.17138888,-39.69249999,132.11,11,5.288,1.1133,54,5
A445,BA,IPIAU,-14.17138888,-39.69249999,132.11,12,5.5995,0.9153,58,3
A424,BA,IRECE,-11.328998,-41.864504,768.42,1,5.505,2.2026,124,124
A424,BA,IRECE,-11.328998,-41.864504,768.42,2,5.6401,2.4147,112,113
A424,BA,IRECE,-11.328998,-41.864504,768.42,3,5.3578,2.4918,124,124
A424,BA,IRECE,-11.328998,-41.864504,768.42,4,5.1039,2.3505,120,120
A424,BA,IRECE,-11.328998,-41.864504,768.42,5,4.4964,2.5058,123,124
A424,BA,IRECE,-11.328998,-41.864504,768.42,6,4.5145,2.7657,120,120
A424,BA,IRECE,-11.328998,-41.864504,768.42,7,4.5952,2.882,124,124
A424,BA,IRECE,-11.328998,-41.864504,768.42,8,5.1,2.9722,124,124
A424,BA,IRECE,-11.328998,-41.864504,768.42,9,5.8742,3.2141,120,120
A424,BA,IRECE,-11.328998,-41.864504,768.42,10,6.1387,3.1905,123,124
A424,BA,IRECE,-11.328998,-41.864504,768.42,11,5.5544,2.5463,118,120
A424,BA,IRECE,-11.328998,-41.864504,768.42,12,6.0436,2.4381,121,124
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,1,2.2686,1.6748,124,124
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,2,2.7542,1.6879,104,104
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,3,2.6654,1.7325,93,93
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,4,2.5825,1.4729,101,102
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,5,2.3359,1.2643,124,124
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,6,2.2064,1.3806,119,120
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,7,2.2773,1.5312,122,124
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,8,2.4769,1.7337,124,124
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,9,3.1266,2.1511,120,120
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,10,3.413,2.3773,123,124
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,11,3.2911,2.0871,120,120
A408,BA,ITABERABA,-12.52416666,-40.29972221,250.11,12,3.4182,2.0885,124,124
A455,BA,ITAMARAJU,-17.00694444,-39.55805555,110.0,1,4.9752,2.6598,58,52
A455,BA,ITAMARAJU,-17.00694444,-39.55805555,110.0,2,5.2788,2.2999,44,21
A455,BA,ITAMARAJU,-17.00694444,-39.55805555,110.0,4,4.0458,2.5598,43,5
A455,BA,ITAMARAJU,-17.00694444,-39.55805555,110.0,5,3.8221,2.0691,42,6
A455,BA,ITAMARAJU,-17.00694444,-39.55805555,110.0,6,3.5402,2.1814,41,38
A455,BA,ITAMARAJU,-17.00694444,-39.55805555,110.0,7,3.5496,2.2783,28,43
A455,BA,ITAMARAJU,-17.00694444,-39.55805555,110.0,8,3.6419,2.482,38,31
A455,BA,ITAMARAJU,-17.00694444,-39.55805555,110.0,9,4.1448,2.6486,57,33
A455,BA,ITAMARAJU,-17.00694444,-39.55805555,110.0,10,4.9693,2.8338,62,62
A455,BA,ITAMARAJU,-17.00694444,-39.55805555,110.0,11,4.977,3.174,60,60
A455,BA,ITAMARAJU,-17.00694444,-39.55805555,110.0,12,5.0383,2.8909,62,62
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,1,5.1339,2.1222,92,93
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,2,5.0566,1.9259,83,85
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,3,4.9108,1.8256,93,93
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,4,4.5762,1.6358,81,89
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,5,4.8209,1.4422,80,83
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,6,3.2951,1.5072,87,89
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,7,4.1941,1.545,80,92
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,8,4.7091,1.9145,87,89
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,9,5.1757,2.2402,82,90
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,10,4.8623,2.8946,72,93
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,11,5.0833,2.6394,52,85
A446,BA,ITAPETINGA,-15.24472221,-40.22944443,271.48,12,5.0238,2.3981,61,62
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,1,4.0772,1.7532,73,51
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,2,3.6009,1.5698,49,28
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,3,4.1376,1.627,57,31
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,4,4.4049,1.7174,61,30
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,5,2.9359,1.4774,90,41
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,6,2.9714,1.1662,114,60
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,7,3.6482,1.4505,115,62
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,8,3.6935,1.7446,117,62
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,9,3.4713,1.8118,100,60
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,10,4.704,2.193,71,47
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,11,4.2817,1.8974,55,30
A407,BA,ITIRUCU,-13.527828,-40.119752,757.42,12,3.5536,1.7633,58,31
A440,BA,JACOBINA,-11.205,-40.465,440.78,1,2.0834,1.5612,8,31
A440,BA,JACOBINA,-11.205,-40.465,440.78,2,1.8334,1.4367,14,29
A440,BA,JACOBINA,-11.205,-40.465,440.78,3,1.6352,1.3294,31,31
A440,BA,JACOBINA,-11.205,-40.465,440.78,4,0.9665,1.1203,24,30
A440,BA,JACOBINA,-11.205,-40.465,440.78,5,0.7755,1.0079,1,2
A440,BA,JACOBINA,-11.205,-40.465,440.78,8,3.7902,1.6174,11,12
A440,BA,JACOBINA,-11.205,-40.465,440.78,9,4.4393,1.8961,49,50
A440,BA,JACOBINA,-11.205,-40.465,440.78,10,4.9313,2.1721,61,62
A440,BA,JACOBINA,-11.205,-40.465,440.78,11,4.1242,1.8885,37,57
A440,BA,JACOBINA,-11.205,-40.465,440.78,12,3.7923,2.1912,10,31
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,1,5.3152,2.4573,71,74
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,2,5.1276,2.6555,53,55
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,3,4.9931,2.7214,31,38
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,4,4.9676,2.2845,32,59
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,5,2.1534,2.2523,31,62
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,6,0.8072,2.4669,30,60
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,7,0.6647,2.4916,29,62
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,8,2.1947,2.6157,37,62
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,9,3.9744,2.5781,79,82
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,10,4.3311,2.7602,93,93
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,11,3.9686,2.7992,90,66
A450,BA,JEREMOABO,-10.08083332,-38.34583333,261.0,12,4.0665,2.5183,92,62
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,1,7.4766,0.6186,83,71
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,2,5.2491,0.6258,69,56
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,3,6.6303,0.6888,60,62
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,4,4.494,0.461,35,60
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,5,4.2267,0.5517,40,62
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,6,3.4082,0.603,40,60
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,7,3.4448,0.5977,34,62
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,8,3.9191,0.7102,50,62
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,9,4.4477,0.7733,61,60
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,10,4.6693,0.9051,58,62
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,11,4.6814,0.7376,71,60
A425,BA,LENCOIS,-12.557854,-41.388808,438.09,12,5.618,0.8095,58,62
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,1,4.7307,1.5832,93,124
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,2,4.875,1.5824,85,113
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,3,4.9599,1.8234,93,124
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,4,4.7185,1.8144,90,120
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,5,4.7679,2.3339,92,124
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,6,4.7252,2.5125,90,120
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,7,3.943,2.6542,82,124
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,8,3.9778,2.7155,90,124
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,9,4.3975,2.7513,90,120
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,10,4.9445,2.5492,84,124
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,11,4.2415,1.9556,84,120
A404,BA,LUIZ EDUARDO MAGALHAES,-12.1525,-45.82972221,760.68,12,4.1814,1.8698,113,124
A412,BA,MACAJUBA,-12.13166666,-40.35416666,338.85,1,3.9414,2.5138,31,31
A412,BA,MACAJUBA,-12.13166666,-40.35416666,338.85,2,3.6972,2.433,11,11
A412,BA,MACAJUBA,-12.13166666,-40.35416666,338.85,8,3.2752,1.949,10,11
A412,BA,MACAJUBA,-12.13166666,-40.35416666,338.85,9,3.6764,2.7978,30,30
A412,BA,MACAJUBA,-12.13166666,-40.35416666,338.85,10,4.5076,3.2026,31,31
A412,BA,MACAJUBA,-12.13166666,-40.35416666,338.85,11,4.3964,3.0632,30,30
A412,BA,MACAJUBA,-12.13166666,-40.35416666,338.85,12,4.3746,3.3434,31,31
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,1,5.6429,1.7756,34,35
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,2,5.4491,1.6467,44,44
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,3,4.8157,1.5889,62,62
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,4,4.4557,1.7711,69,70
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,5,3.9471,1.4794,86,88
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,6,3.603,1.4897,73,74
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,7,3.5612,1.5776,37,40
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,8,4.4147,2.0468,31,31
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,9,5.0859,1.9335,30,30
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,10,5.3103,1.9935,31,31
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,11,4.4298,2.1069,30,30
A438,BA,MARAU,-13.90694444,-38.97222221,6.24,12,5.3835,2.0582,31,31
A430,BA,PIATA,-13.155681,-41.774125,1283.95,1,5.0749,2.3665,91,93
A430,BA,PIATA,-13.155681,-41.774125,1283.95,2,5.4438,2.4571,85,85
A430,BA,PIATA,-13.155681,-41.774125,1283.95,3,5.2702,2.5545,93,93
A430,BA,PIATA,-13.155681,-41.774125,1283.95,4,4.5805,2.7106,90,90
A430,BA,PIATA,-13.155681,-41.774125,1283.95,5,4.3728,2.5403,93,93
A430,BA,PIATA,-13.155681,-41.774125,1283.95,6,3.9763,2.78,90,90
A430,BA,PIATA,-13.155681,-41.774125,1283.95,7,4.1066,3.1325,93,93
A430,BA,PIATA,-13.155681,-41.774125,1283.95,8,4.6862,3.0386,92,93
A430,BA,PIATA,-13.155681,-41.774125,1283.95,9,5.7646,3.0403,90,90
A430,BA,PIATA,-13.155681,-41.774125,1283.95,10,5.9259,2.7772,93,93
A430,BA,PIATA,-13.155681,-41.774125,1283.95,11,4.7489,2.2359,72,75
A430,BA,PIATA,-13.155681,-41.774125,1283.95,12,5.1011,2.8045,62,62
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,1,5.0547,1.644,32,40
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,2,5.2704,1.6081,51,58
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,3,5.0565,1.4547,60,68
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,4,4.2281,1.6953,49,60
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,5,3.6997,1.355,62,44
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,6,3.6065,1.061,60,30
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,7,3.4896,1.1541,62,31
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,8,3.9104,1.154,61,31
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,9,4.2915,1.7345,57,37
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,10,4.9247,1.7548,61,62
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,11,4.7029,1.9896,59,60
A427,BA,PORTO SEGURO,-16.38888888,-39.18249999,86.36,12,4.8017,1.9725,47,54
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,1,5.0958,2.7687,63,65
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,2,5.0755,3.0496,53,56
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,3,4.6802,2.9399,57,65
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,4,4.5819,2.6889,57,60
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,5,3.6137,2.3951,56,63
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,6,3.3488,2.3014,53,68
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,7,3.6953,3.0453,56,71
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,8,4.0917,2.9548,59,69
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,9,4.929,3.4369,58,60
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,10,5.5019,4.0309,59,62
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,11,5.1019,3.15,56,60
A436,BA,QUEIMADAS,-10.98472221,-39.61694443,310.11,12,5.2441,2.7329,54,62
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,1,5.7972,2.8657,96,115
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,2,6.1135,2.9323,80,85
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,3,6.0848,2.6667,87,93
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,4,5.9579,2.6262,85,90
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,5,5.411,3.1661,91,93
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,6,5.2951,3.3957,88,90
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,7,5.5582,3.6999,81,91
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,8,5.9429,4.2076,88,93
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,9,6.5898,4.3017,88,90
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,10,6.841,4.4302,91,93
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,11,6.143,3.5924,86,90
A423,BA,REMANSO,-9.62555554,-42.07722221,397.4,12,6.0206,3.6532,92,93
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,1,5.2349,2.1814,124,124
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,2,5.2102,2.2591,111,113
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,3,5.0523,2.0352,124,124
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,4,4.9368,1.7681,120,120
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,5,3.8589,1.6934,123,124
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,6,3.7514,1.7063,120,120
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,7,3.9307,1.8404,124,124
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,8,4.3292,2.0452,124,124
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,9,4.943,2.3449,120,120
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,10,5.5149,2.6397,124,124
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,11,5.3997,2.5909,120,120
A458,BA,RIBEIRA DO AMPARO,-11.05861111,-38.44416666,182.0,12,5.5709,2.5929,120,123
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,1,4.93,1.1805,124,124
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,2,5.0776,1.0224,113,113
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,3,4.9293,0.9958,124,124
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,4,3.9868,1.0958,120,120
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,5,3.3153,1.2794,124,124
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,6,3.3428,1.3289,120,120
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,7,3.6312,1.2539,124,124
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,8,3.9666,1.2423,124,124
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,9,4.6163,1.201,120,120
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,10,5.1754,1.3101,124,124
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,11,4.5175,1.3961,120,120
A401,BA,SALVADOR,-13.005515,-38.50576,47.56,12,5.1535,1.2462,124,124
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,1,4.6326,1.646,114,93
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,2,4.5318,1.3035,90,68
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,3,4.7249,1.2307,86,62
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,4,3.9384,1.2512,84,60
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,5,3.2895,1.0822,89,62
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,6,3.2904,0.9877,82,60
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,7,3.4114,1.036,84,62
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,8,3.8068,1.2184,85,62
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,9,4.2589,1.3956,87,32
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,10,4.9522,1.6508,105,44
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,11,4.8119,1.7792,117,62
A456,BA,SALVADOR (RADIO FAROL),-12.80833333,-38.49583333,31.0,12,5.2901,1.7378,119,93
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,1,3.9835,2.3294,4,60
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,2,5.5997,2.6998,6,57
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,3,5.3172,2.1824,42,91
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,4,5.1055,1.8758,66,115
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,5,4.7461,2.4274,38,95
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,6,4.7151,2.4855,36,90
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,7,4.7191,2.5358,39,102
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,8,5.2415,2.4564,84,124
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,9,5.7979,2.5477,84,120
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,10,6.1053,2.5072,75,122
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,11,5.4637,2.2308,45,99
A415,BA,SANTA RITA DE CASSIA,-11.00277777,-44.52499999,450.01,12,5.9532,2.2639,29,62
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,1,3.9833,2.2679,88,93
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,2,3.9787,2.5858,85,85
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,3,4.0249,2.3845,86,93
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,4,3.5855,2.3411,75,90
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,5,2.5826,2.6223,87,93
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,6,2.3491,2.783,76,89
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,7,2.5726,2.7925,72,81
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,8,3.1004,2.9462,73,77
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,9,3.8163,3.2155,110,111
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,10,4.2861,3.148,120,124
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,11,4.0462,2.6217,113,120
A428,BA,SENHOR DO BONFIM,-10.44305555,-40.14833333,532.09,12,4.1905,2.4896,108,123
A441,BA,SERRINHA,-11.66472222,-39.02305554,337.79,1,5.6961,2.7158,2,57
A441,BA,SERRINHA,-11.66472222,-39.02305554,337.79,2,5.0035,2.5276,10,68
A441,BA,SERRINHA,-11.66472222,-39.02305554,337.79,4,3.7848,2.1573,7,64
A441,BA,SERRINHA,-11.66472222,-39.02305554,337.79,7,3.5257,2.1056,5,37
A441,BA,SERRINHA,-11.66472222,-39.02305554,337.79,8,3.7769,2.5958,15,63
A441,BA,SERRINHA,-11.66472222,-39.02305554,337.79,9,3.9438,2.8204,14,68
A441,BA,SERRINHA,-11.66472222,-39.02305554,337.79,10,4.9555,2.9166,14,71
A441,BA,SERRINHA,-11.66472222,-39.02305554,337.79,12,5.4667,2.8414,12,75
A437,BA,UNA,-15.28027777,-39.09138888,74.08,1,5.026,1.2572,62,93
A437,BA,UNA,-15.28027777,-39.09138888,74.08,2,5.0683,1.1234,57,85
A437,BA,UNA,-15.28027777,-39.09138888,74.08,3,5.0297,1.0407,62,93
A437,BA,UNA,-15.28027777,-39.09138888,74.08,4,4.0524,1.2664,60,90
A437,BA,UNA,-15.28027777,-39.09138888,74.08,5,4.3998,1.3087,70,93
A437,BA,UNA,-15.28027777,-39.09138888,74.08,6,3.735,1.2753,66,90
A437,BA,UNA,-15.28027777,-39.09138888,74.08,7,3.4236,1.2391,62,93
A437,BA,UNA,-15.28027777,-39.09138888,74.08,8,3.649,1.2404,62,91
A437,BA,UNA,-15.28027777,-39.09138888,74.08,9,4.5073,1.2061,69,70
A437,BA,UNA,-15.28027777,-39.09138888,74.08,10,4.98,1.2517,65,93
A437,BA,UNA,-15.28027777,-39.09138888,74.08,11,4.5533,1.4826,60,90
A437,BA,UNA,-15.28027777,-39.09138888,74.08,12,5.2284,1.3444,62,93
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,1,5.3958,1.4246,62,62
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,2,5.1725,1.2931,57,57
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,3,5.069,1.198,62,62
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,4,4.3265,1.0412,55,60
